                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 1.5361,                 1.1132,                 1.2739,                0.53902,                0.44118,                0.45278,                0.20071,                  1.987,                 1.3036,                 1.5026,               0.003664,               0.003664,               0.003664
                     66,                 1.5312,                 1.1091,                 1.2707,                0.70773,                0.38792,                0.44875,                0.20212,                 1.9601,                 1.3256,                  1.472,               0.003565,               0.003565,               0.003565
                     67,                 1.5234,                 1.1075,                  1.271,                0.66106,                0.38834,                0.45777,                0.20223,                 1.9648,                 1.3317,                 1.4685,               0.003466,               0.003466,               0.003466
                     68,                 1.5219,                 1.0955,                 1.2658,                0.58857,                0.41554,                0.45137,                0.20224,                 1.9591,                   1.33,                 1.4773,               0.003367,               0.003367,               0.003367
                     69,                 1.5149,                 1.0862,                 1.2581,                0.61109,                0.39801,                0.44824,                0.20458,                 1.9469,                 1.3278,                 1.4565,               0.003268,               0.003268,               0.003268
                     70,                 1.5216,                 1.0955,                 1.2662,                0.61886,                0.39297,                0.43641,                0.20293,                 1.9453,                 1.3374,                 1.4584,               0.003169,               0.003169,               0.003169
                     71,                 1.5013,                 1.0716,                 1.2591,                0.60736,                0.39624,                0.44669,                0.20556,                 1.9299,                 1.3313,                 1.4542,                0.00307,                0.00307,                0.00307
                     72,                 1.5106,                 1.0683,                 1.2549,                 0.5581,                0.41394,                0.44218,                0.20156,                 1.9584,                 1.3329,                 1.4755,               0.002971,               0.002971,               0.002971
                     73,                 1.4896,                 1.0605,                 1.2481,                0.58197,                0.42295,                0.45238,                0.20813,                 1.9544,                 1.3291,                 1.4874,               0.002872,               0.002872,               0.002872
                     74,                 1.4898,                  1.058,                 1.2516,                0.60954,                 0.4055,                 0.4558,                0.20967,                 1.9496,                 1.3099,                 1.4694,               0.002773,               0.002773,               0.002773
                     75,                 1.4902,                 1.0514,                 1.2516,                0.52912,                0.43319,                 0.4637,                0.20759,                 1.9554,                 1.2979,                 1.4751,               0.002674,               0.002674,               0.002674
                     76,                 1.4764,                 1.0403,                 1.2433,                0.57895,                0.43596,                0.46629,                0.20897,                  1.957,                 1.3195,                 1.4806,               0.002575,               0.002575,               0.002575
                     77,                 1.4816,                  1.047,                 1.2453,                0.59014,                0.42211,                0.46108,                0.20936,                 1.9508,                 1.3163,                 1.4872,               0.002476,               0.002476,               0.002476
                     78,                 1.4764,                 1.0411,                   1.24,                0.58594,                0.41066,                0.45675,                0.20684,                 1.9592,                 1.3443,                 1.4851,               0.002377,               0.002377,               0.002377
                     79,                 1.4734,                 1.0294,                 1.2376,                0.62837,                0.40795,                0.46304,                0.20877,                 1.9445,                 1.3161,                 1.4737,               0.002278,               0.002278,               0.002278
                     80,                  1.465,                 1.0205,                 1.2337,                0.60357,                  0.436,                0.46964,                 0.2101,                 1.9384,                 1.3351,                 1.4656,               0.002179,               0.002179,               0.002179
                     81,                  1.456,                 1.0246,                  1.231,                0.58836,                0.41531,                0.46312,                0.21359,                 1.9235,                 1.3247,                 1.4656,                0.00208,                0.00208,                0.00208
                     82,                 1.4556,                 1.0244,                 1.2321,                0.57831,                0.41993,                 0.4555,                0.21494,                 1.9248,                 1.3167,                 1.4597,               0.001981,               0.001981,               0.001981
                     83,                 1.4636,                 1.0233,                 1.2288,                0.54646,                0.43076,                0.45402,                0.21054,                 1.9336,                 1.3122,                 1.4627,               0.001882,               0.001882,               0.001882
                     84,                 1.4514,                 1.0134,                  1.226,                0.58121,                0.43764,                0.46227,                 0.2124,                 1.9137,                 1.3195,                 1.4477,               0.001783,               0.001783,               0.001783
                     85,                  1.441,                0.99835,                 1.2245,                0.57327,                0.42632,                0.45211,                0.20882,                 1.9014,                 1.3355,                 1.4431,               0.001684,               0.001684,               0.001684
                     86,                 1.4373,                 1.0011,                  1.218,                0.56974,                0.43464,                0.45178,                0.21162,                 1.9025,                  1.327,                 1.4438,               0.001585,               0.001585,               0.001585
                     87,                 1.4445,                0.99796,                 1.2214,                0.58021,                0.41908,                0.45313,                 0.2124,                 1.9148,                  1.328,                 1.4585,               0.001486,               0.001486,               0.001486
                     88,                 1.4371,                0.99566,                 1.2198,                0.62719,                0.39624,                0.45859,                 0.2133,                 1.9115,                 1.3195,                 1.4493,               0.001387,               0.001387,               0.001387
                     89,                 1.4244,                0.97593,                 1.2148,                0.57367,                0.43491,                0.46272,                 0.2141,                 1.9066,                 1.2988,                 1.4389,               0.001288,               0.001288,               0.001288
                     90,                 1.3897,                0.85647,                 1.1757,                0.59066,                0.43818,                0.46371,                0.21174,                 1.9247,                 1.2914,                  1.456,               0.001189,               0.001189,               0.001189
                     91,                 1.3548,                0.82447,                 1.1619,                0.59659,                0.43656,                0.46658,                0.21384,                 1.9216,                 1.2873,                 1.4651,                0.00109,                0.00109,                0.00109
                     92,                 1.3541,                 0.8203,                 1.1591,                0.58101,                0.41748,                0.45724,                 0.2116,                 1.9272,                 1.3044,                 1.4755,               0.000991,               0.000991,               0.000991
                     93,                 1.3383,                0.80297,                 1.1537,                0.62762,                0.40741,                0.46447,                0.21402,                 1.9173,                 1.3014,                 1.4669,               0.000892,               0.000892,               0.000892
                     94,                 1.3373,                0.80138,                 1.1515,                0.62591,                 0.4071,                0.46559,                0.21597,                 1.9128,                 1.2954,                 1.4663,               0.000793,               0.000793,               0.000793
                     95,                 1.3277,                0.79979,                 1.1459,                0.56498,                0.45697,                0.47322,                0.21808,                 1.9091,                 1.2906,                 1.4641,               0.000694,               0.000694,               0.000694
                     96,                  1.323,                0.78303,                  1.143,                0.56642,                0.45398,                   0.47,                0.21726,                 1.9029,                 1.2863,                 1.4596,               0.000595,               0.000595,               0.000595
                     97,                 1.3094,                0.77716,                  1.142,                0.56389,                0.44935,                0.47507,                0.21944,                 1.8939,                 1.2912,                 1.4554,               0.000496,               0.000496,               0.000496
                     98,                 1.3106,                0.77601,                 1.1411,                0.57975,                0.44032,                0.47399,                0.21794,                 1.8925,                 1.2941,                  1.453,               0.000397,               0.000397,               0.000397
                     99,                 1.2998,                0.76627,                 1.1301,                0.58877,                0.43818,                0.47498,                0.21637,                  1.896,                 1.2957,                 1.4541,               0.000298,               0.000298,               0.000298
